,Unnamed: 0,school,sex,age,famsize,Pstatus,Medu,Fedu,traveltime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,location,study_time
131,131,GP,F,15,GT3,T,1,1,3,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,1,2,4,0,8,0,0,Urban,<2 hours
132,132,GP,F,17,LE3,T,2,2,1,0,no,yes,no,no,yes,yes,yes,yes,3,4,4,1,3,5,12,10,13,12,Urban,<2 hours
133,133,GP,F,16,GT3,A,3,4,1,0,no,no,no,no,yes,yes,yes,no,3,2,1,1,4,5,16,12,11,11,Urban,<2 hours
134,134,GP,M,15,GT3,T,3,4,4,0,no,yes,no,no,yes,yes,no,yes,5,3,3,1,1,5,0,9,0,0,Rural,2 to 5 hours
135,135,GP,F,15,GT3,T,4,4,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,5,0,11,0,0,Urban,5 to 10 hours
136,136,GP,M,17,GT3,T,3,4,3,0,no,no,no,no,yes,yes,no,no,5,4,5,2,4,5,0,10,0,0,Rural,2 to 5 hours
137,137,GP,F,16,GT3,A,3,3,2,2,no,yes,no,yes,no,yes,yes,yes,4,3,2,1,1,5,0,4,0,0,Urban,<2 hours
138,138,GP,M,16,LE3,T,1,1,1,1,no,no,no,no,yes,yes,no,yes,4,4,4,1,3,5,0,14,12,12,Urban,2 to 5 hours
139,139,GP,F,15,GT3,T,4,4,2,0,no,no,no,yes,yes,yes,yes,no,4,3,2,1,1,5,0,16,16,15,Urban,<2 hours
140,140,GP,M,15,GT3,T,4,3,2,0,yes,yes,no,no,yes,yes,yes,no,2,2,2,1,1,3,0,7,9,0,Urban,>10 hours
141,141,GP,M,16,LE3,T,2,2,2,2,no,yes,no,yes,yes,yes,yes,no,2,3,3,2,2,2,8,9,9,9,Urban,<2 hours
142,142,GP,F,15,GT3,T,4,4,1,0,no,yes,yes,yes,yes,yes,yes,no,4,2,2,1,1,5,2,9,11,11,Urban,5 to 10 hours
143,143,GP,F,16,LE3,T,1,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,4,3,3,1,2,14,14,13,Urban,<2 hours
144,144,GP,M,17,GT3,T,2,1,1,3,no,yes,no,no,yes,yes,yes,no,5,4,5,1,2,5,0,5,0,0,Urban,<2 hours
145,145,GP,F,15,GT3,T,1,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,4,2,1,2,5,0,8,11,11,Urban,2 to 5 hours
146,146,GP,F,15,GT3,T,3,2,1,3,no,yes,no,no,yes,yes,yes,no,3,3,2,1,1,3,0,6,7,0,Urban,2 to 5 hours
147,147,GP,F,15,GT3,T,1,2,1,0,no,yes,yes,no,no,yes,yes,no,4,3,2,1,1,5,2,10,11,11,Urban,2 to 5 hours
148,148,GP,M,16,GT3,T,4,4,1,0,no,yes,no,no,yes,no,yes,yes,3,3,2,2,1,5,0,7,6,0,Urban,<2 hours
149,149,GP,M,15,LE3,A,2,1,4,3,no,no,no,no,yes,yes,yes,no,4,5,5,2,5,5,0,8,9,10,Urban,<2 hours
150,150,GP,M,18,LE3,T,1,1,1,3,no,no,no,no,yes,no,yes,yes,2,3,5,2,5,4,0,6,5,0,Urban,<2 hours
151,151,GP,M,16,LE3,T,2,1,1,1,no,no,no,yes,yes,yes,no,yes,4,4,4,3,5,5,6,12,13,14,Urban,<2 hours
152,152,GP,F,15,GT3,T,3,3,2,2,no,yes,yes,yes,yes,yes,yes,yes,4,2,1,2,3,3,8,10,10,10,Rural,5 to 10 hours
153,153,GP,M,19,GT3,T,3,2,1,3,no,yes,no,no,yes,no,yes,yes,4,5,4,1,1,4,0,5,0,0,Urban,<2 hours
154,154,GP,F,17,GT3,T,4,4,1,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,0,11,11,12,Urban,<2 hours
155,155,GP,M,15,GT3,T,2,3,1,0,yes,no,yes,yes,yes,yes,no,no,4,4,4,1,1,1,2,11,8,8,Rural,2 to 5 hours
156,156,GP,M,17,LE3,T,1,2,1,0,no,no,no,no,yes,yes,no,no,2,2,2,3,3,5,8,16,12,13,Rural,<2 hours
157,157,GP,F,18,GT3,T,1,1,3,3,no,yes,no,yes,no,yes,no,no,5,2,5,1,5,4,6,9,8,10,Rural,<2 hours
158,158,GP,M,16,GT3,T,2,2,3,0,no,no,no,no,no,yes,no,no,4,2,2,1,2,3,2,17,15,15,Rural,<2 hours
159,159,GP,M,16,GT3,T,3,3,1,1,no,yes,yes,no,yes,yes,yes,yes,4,5,5,4,4,5,4,10,12,12,Urban,2 to 5 hours
160,160,GP,M,17,LE3,T,2,1,2,2,no,no,no,yes,yes,no,yes,yes,3,3,2,2,2,5,0,7,6,0,Rural,<2 hours
161,161,GP,M,15,GT3,T,3,2,2,2,yes,yes,no,no,yes,yes,yes,yes,4,4,4,1,4,3,6,5,9,7,Rural,2 to 5 hours
162,162,GP,M,16,LE3,T,1,2,2,1,no,no,no,yes,yes,yes,no,no,4,4,4,2,4,5,0,7,0,0,Urban,<2 hours
163,163,GP,M,17,GT3,T,1,3,1,0,no,no,no,no,yes,no,yes,no,5,3,3,1,4,2,2,10,10,10,Urban,<2 hours
164,164,GP,M,17,LE3,T,1,1,4,3,no,no,no,yes,yes,no,no,yes,5,3,5,1,5,5,0,5,8,7,Rural,2 to 5 hours
165,165,GP,M,16,GT3,T,3,2,2,1,no,yes,no,yes,no,no,no,no,4,5,2,1,1,2,16,12,11,12,Urban,<2 hours
166,166,GP,M,16,GT3,T,2,2,1,0,no,no,no,no,yes,no,yes,no,4,3,5,2,4,4,4,10,10,10,Urban,2 to 5 hours
167,167,GP,F,16,GT3,T,4,2,1,0,no,no,yes,no,yes,yes,yes,yes,4,2,3,1,1,3,0,14,15,16,Urban,2 to 5 hours
168,168,GP,F,16,GT3,T,2,2,1,0,no,yes,yes,no,no,yes,yes,no,5,1,5,1,1,4,0,6,7,0,Urban,2 to 5 hours
169,169,GP,F,16,GT3,T,4,4,1,0,no,yes,yes,no,yes,yes,yes,yes,4,4,2,1,1,3,0,14,14,14,Urban,2 to 5 hours
170,170,GP,M,16,GT3,T,3,4,3,2,no,yes,no,yes,no,yes,yes,no,3,4,5,2,4,2,0,6,5,0,Urban,<2 hours
171,171,GP,M,16,GT3,T,1,0,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,1,3,2,13,15,16,Urban,2 to 5 hours
172,172,GP,M,17,LE3,T,4,4,1,0,no,yes,yes,yes,yes,yes,yes,no,4,4,4,1,3,5,0,13,11,10,Urban,2 to 5 hours
173,173,GP,F,16,GT3,T,1,3,1,3,no,no,no,yes,no,yes,yes,yes,4,3,5,1,1,3,0,8,7,0,Urban,2 to 5 hours
174,174,GP,F,16,LE3,T,3,3,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,5,1,1,4,4,10,11,9,Urban,2 to 5 hours
175,175,GP,M,17,LE3,T,4,3,2,0,no,no,yes,yes,yes,yes,yes,no,4,4,4,4,4,4,4,10,9,9,Urban,2 to 5 hours
176,176,GP,F,16,GT3,T,2,2,2,0,no,no,yes,yes,no,yes,yes,no,3,4,4,1,4,5,2,13,13,11,Urban,2 to 5 hours
177,177,GP,M,17,GT3,T,3,3,1,0,no,no,no,yes,no,yes,yes,no,4,3,4,1,4,4,4,6,5,6,Urban,2 to 5 hours
178,178,GP,M,16,GT3,T,4,2,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,3,4,3,10,10,8,9,Rural,<2 hours
179,179,GP,M,17,GT3,T,4,3,1,0,no,yes,no,yes,yes,yes,yes,yes,5,2,3,1,1,2,4,10,10,11,Urban,2 to 5 hours
180,180,GP,M,16,GT3,T,4,3,1,0,no,yes,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,10,9,8,8,Urban,2 to 5 hours
181,181,GP,M,16,GT3,T,3,3,1,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,1,2,3,2,12,13,12,Urban,2 to 5 hours
182,182,GP,F,17,GT3,T,2,4,1,0,no,yes,no,yes,yes,yes,no,no,5,4,2,2,3,5,0,16,17,17,Urban,2 to 5 hours
183,183,GP,F,17,LE3,T,3,3,1,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,2,3,1,56,9,9,8,Urban,2 to 5 hours
184,184,GP,F,16,GT3,T,3,2,1,0,no,yes,yes,no,yes,yes,yes,no,1,2,2,1,2,1,14,12,13,12,Urban,2 to 5 hours
185,185,GP,M,17,GT3,T,3,3,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,3,4,12,12,12,11,Urban,2 to 5 hours
186,186,GP,M,16,GT3,T,1,2,1,0,no,yes,yes,yes,yes,yes,yes,yes,3,3,3,1,2,3,2,11,12,11,Urban,<2 hours
187,187,GP,M,16,LE3,T,2,1,1,0,no,no,yes,yes,yes,yes,yes,yes,4,2,3,1,2,5,0,15,15,15,Urban,2 to 5 hours
188,188,GP,F,17,GT3,A,3,3,1,0,no,yes,no,no,no,yes,yes,yes,3,3,3,1,3,3,6,8,7,9,Urban,2 to 5 hours
189,189,GP,M,17,GT3,T,1,2,1,0,no,no,no,no,yes,yes,no,no,3,1,3,1,5,3,4,8,9,10,Rural,2 to 5 hours
190,190,GP,F,16,GT3,T,2,3,1,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,2,10,11,12,13,Urban,2 to 5 hours
191,191,GP,F,17,GT3,T,1,1,1,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,0,8,8,9,Urban,2 to 5 hours
192,192,GP,M,17,GT3,T,1,2,2,0,no,no,yes,yes,no,yes,yes,no,4,4,4,4,5,5,12,7,8,8,Urban,2 to 5 hours
193,193,GP,M,16,GT3,T,3,3,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,3,4,5,8,8,9,10,Rural,<2 hours
194,194,GP,M,16,GT3,T,2,3,2,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,13,14,14,Urban,<2 hours
195,195,GP,F,17,LE3,T,2,4,1,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,0,14,15,15,Urban,2 to 5 hours
196,196,GP,M,17,GT3,T,4,4,1,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,4,17,15,16,Urban,<2 hours
197,197,GP,M,16,LE3,T,3,3,3,0,no,yes,yes,yes,yes,yes,yes,no,3,3,4,3,5,3,8,9,9,10,Rural,<2 hours
198,198,GP,F,17,GT3,T,4,4,2,1,no,yes,no,no,yes,yes,yes,no,4,2,4,2,3,2,24,18,18,18,Urban,<2 hours
199,199,GP,F,16,LE3,T,4,4,1,0,no,yes,yes,no,yes,yes,yes,no,4,5,2,1,2,3,0,9,9,10,Urban,2 to 5 hours
200,200,GP,F,16,GT3,T,4,3,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,5,2,2,16,16,16,Urban,2 to 5 hours
201,201,GP,F,16,GT3,T,2,3,1,0,yes,yes,yes,yes,yes,yes,no,no,4,4,3,1,3,4,6,8,10,10,Urban,2 to 5 hours
202,202,GP,F,17,GT3,T,1,1,1,0,no,yes,yes,no,no,yes,no,no,4,4,4,1,3,1,4,9,9,10,Urban,2 to 5 hours
203,203,GP,F,17,GT3,T,2,2,1,0,no,yes,no,no,yes,yes,yes,no,5,3,2,1,2,3,18,7,6,6,Rural,<2 hours
204,204,GP,F,16,GT3,T,2,2,2,0,no,yes,yes,yes,no,yes,yes,no,5,3,5,1,1,5,6,10,10,11,Rural,>10 hours
205,205,GP,F,17,GT3,T,3,4,1,1,no,yes,yes,no,yes,yes,yes,yes,4,4,3,3,4,5,28,10,9,9,Urban,5 to 10 hours
206,206,GP,F,16,GT3,A,3,1,1,3,no,yes,yes,no,yes,yes,yes,no,2,3,3,2,2,4,5,7,7,7,Urban,2 to 5 hours
207,207,GP,F,16,GT3,T,4,3,1,0,no,no,yes,yes,yes,yes,yes,yes,1,3,2,1,1,1,10,11,12,13,Urban,2 to 5 hours
208,208,GP,F,16,GT3,T,1,1,2,0,no,yes,yes,no,yes,yes,no,no,4,3,2,1,4,5,6,9,9,10,Urban,<2 hours
209,209,GP,F,17,GT3,T,4,3,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,2,1,1,4,6,7,7,7,Rural,5 to 10 hours
210,210,GP,F,19,GT3,T,3,3,1,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,3,10,8,8,8,Urban,>10 hours
211,211,GP,M,17,LE3,T,4,4,1,0,no,yes,yes,no,yes,yes,yes,yes,5,3,5,4,5,3,13,12,12,13,Urban,2 to 5 hours
212,212,GP,F,16,GT3,A,2,2,1,0,yes,yes,yes,no,yes,yes,yes,no,3,3,4,1,1,4,0,12,13,14,Urban,2 to 5 hours
213,213,GP,M,18,GT3,T,2,2,1,1,no,yes,yes,yes,yes,yes,yes,no,4,4,4,2,4,5,15,6,7,8,Urban,2 to 5 hours
214,214,GP,F,17,LE3,T,4,4,1,0,no,yes,yes,no,yes,yes,no,no,5,2,1,1,2,3,12,8,10,10,Rural,<2 hours
215,215,GP,F,17,LE3,T,3,2,2,0,no,no,yes,no,yes,yes,yes,no,4,4,4,1,3,1,2,14,15,15,Urban,2 to 5 hours
216,216,GP,F,17,GT3,T,4,3,1,2,no,no,yes,no,yes,yes,yes,yes,3,4,5,2,4,1,22,6,6,4,Urban,2 to 5 hours
217,217,GP,M,18,LE3,T,3,3,1,1,no,yes,yes,no,yes,yes,yes,no,3,2,4,2,4,4,13,6,6,8,Urban,2 to 5 hours
218,218,GP,F,17,GT3,T,2,3,2,0,no,yes,yes,no,yes,yes,no,no,3,3,3,1,4,3,3,7,7,8,Urban,<2 hours
219,219,GP,F,17,GT3,T,2,2,1,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,1,4,4,9,10,10,Urban,5 to 10 hours
220,220,GP,F,17,GT3,T,2,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,1,2,5,2,6,6,6,Rural,2 to 5 hours
221,221,GP,F,17,GT3,T,1,1,1,1,no,yes,no,yes,yes,yes,no,yes,4,3,4,1,1,5,0,6,5,0,Urban,5 to 10 hours
222,222,GP,F,16,GT3,T,2,3,1,0,yes,no,no,no,yes,yes,yes,no,2,3,1,1,1,3,2,16,16,17,Urban,2 to 5 hours
223,223,GP,M,18,GT3,T,2,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,5,5,4,0,12,13,13,Urban,2 to 5 hours
224,224,GP,F,16,GT3,T,4,4,1,0,no,yes,no,yes,no,yes,yes,no,5,3,2,1,1,5,0,13,13,14,Urban,5 to 10 hours
225,225,GP,F,18,GT3,T,3,1,1,1,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,16,9,8,7,Rural,2 to 5 hours
226,226,GP,F,17,GT3,T,3,2,1,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,3,3,10,16,15,15,Urban,2 to 5 hours
227,227,GP,M,17,LE3,T,2,3,1,0,no,yes,yes,no,no,yes,yes,no,5,3,3,1,3,3,2,12,11,12,Urban,2 to 5 hours
228,228,GP,M,18,LE3,T,2,1,4,0,yes,yes,yes,yes,yes,yes,yes,yes,4,3,2,4,5,3,14,10,8,9,Urban,2 to 5 hours
229,229,GP,F,17,GT3,A,2,1,2,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,10,12,10,12,Urban,5 to 10 hours
230,230,GP,F,17,LE3,T,4,3,1,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,14,13,13,14,Urban,2 to 5 hours
231,231,GP,M,17,GT3,T,2,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,5,2,1,1,1,4,11,11,11,Rural,2 to 5 hours
232,232,GP,M,17,GT3,T,4,4,1,0,yes,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,14,11,9,9,Urban,2 to 5 hours
233,233,GP,M,16,GT3,T,4,4,1,0,no,yes,yes,yes,yes,yes,yes,no,4,2,4,2,4,1,2,14,13,13,Urban,2 to 5 hours
234,234,GP,M,16,LE3,T,1,1,2,0,no,yes,yes,no,yes,yes,yes,no,3,4,2,1,1,5,18,9,7,6,Urban,2 to 5 hours
235,235,GP,M,16,GT3,T,3,2,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,3,2,10,11,9,10,Urban,5 to 10 hours
236,236,GP,M,17,LE3,T,2,2,1,0,no,no,yes,yes,no,yes,yes,yes,4,4,2,5,5,4,4,14,13,13,Urban,2 to 5 hours
237,237,GP,F,16,GT3,T,2,1,1,0,no,no,no,no,yes,yes,yes,yes,4,5,2,1,1,5,20,13,12,12,Urban,<2 hours
238,238,GP,F,17,GT3,T,2,1,3,0,no,no,no,yes,yes,yes,no,no,2,1,1,1,1,3,2,13,11,11,Rural,2 to 5 hours
239,239,GP,M,18,GT3,T,2,2,1,1,no,no,no,no,yes,no,yes,no,5,5,4,3,5,2,0,7,7,0,Urban,2 to 5 hours
240,240,GP,M,17,LE3,T,4,3,2,0,no,no,no,yes,yes,yes,yes,yes,2,5,5,1,4,5,14,12,12,12,Urban,2 to 5 hours
241,241,GP,M,17,LE3,A,4,4,2,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,2,3,4,2,10,11,12,Rural,2 to 5 hours
242,242,GP,M,16,LE3,T,4,3,1,0,no,no,no,yes,no,yes,yes,no,5,4,5,1,1,3,0,6,0,0,Urban,<2 hours
243,243,GP,M,16,GT3,T,4,4,1,0,no,no,no,yes,yes,yes,yes,no,5,3,2,1,2,5,0,13,12,12,Urban,<2 hours
244,244,GP,F,18,GT3,T,2,1,2,0,no,yes,yes,no,no,yes,yes,yes,4,4,4,1,1,3,0,7,0,0,Urban,5 to 10 hours
245,245,GP,M,16,GT3,T,2,1,3,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,4,6,18,18,18,Urban,<2 hours
246,246,GP,M,17,GT3,T,2,3,2,0,no,no,no,no,yes,yes,yes,no,5,2,2,1,1,2,4,12,12,13,Urban,<2 hours
247,247,GP,M,22,GT3,T,3,1,1,3,no,no,no,no,no,no,yes,yes,5,4,5,5,5,1,16,6,8,8,Urban,<2 hours
248,248,GP,M,18,LE3,T,3,3,1,1,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,5,8,3,5,5,Rural,2 to 5 hours
249,249,GP,M,16,GT3,T,0,2,1,0,no,no,yes,no,no,yes,yes,no,4,3,2,2,4,5,0,13,15,15,Urban,<2 hours
250,250,GP,M,18,GT3,T,3,2,2,1,no,no,no,no,yes,no,yes,no,4,4,5,2,4,5,0,6,8,8,Urban,<2 hours
251,251,GP,M,16,GT3,T,3,3,3,0,yes,yes,no,no,no,yes,yes,no,5,3,3,1,3,2,6,7,10,10,Urban,2 to 5 hours
252,252,GP,M,18,GT3,T,2,1,1,1,no,no,no,no,no,no,yes,no,3,2,5,2,5,5,4,6,9,8,Urban,<2 hours
253,253,GP,M,16,GT3,T,2,1,2,0,no,no,no,yes,no,yes,no,no,3,3,2,1,3,3,0,8,9,8,Rural,<2 hours
254,254,GP,M,17,GT3,T,2,1,1,0,no,no,no,no,no,yes,yes,no,4,4,2,2,4,5,0,8,12,12,Rural,<2 hours
255,255,GP,M,17,LE3,T,1,1,2,1,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,2,5,2,7,9,8,Urban,<2 hours
256,256,GP,F,17,LE3,T,4,2,1,0,no,yes,yes,yes,yes,yes,yes,no,4,2,3,1,1,4,6,14,12,13,Urban,>10 hours
257,257,GP,M,19,LE3,A,4,3,1,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,1,1,12,11,11,11,Urban,2 to 5 hours
258,258,GP,M,18,GT3,T,2,1,1,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,4,8,15,14,14,Urban,2 to 5 hours
259,259,GP,F,17,LE3,T,2,2,1,0,no,no,yes,yes,yes,yes,yes,yes,3,4,1,1,1,2,0,10,9,0,Urban,>10 hours
260,260,GP,F,18,GT3,T,4,3,1,0,no,yes,yes,no,yes,yes,yes,yes,3,1,2,1,3,2,21,17,18,18,Urban,2 to 5 hours
261,261,GP,M,18,GT3,T,4,3,1,0,no,yes,yes,no,no,yes,yes,no,4,3,2,1,1,3,2,8,8,8,Urban,2 to 5 hours
262,262,GP,M,18,GT3,T,3,2,1,0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,3,1,13,12,12,Rural,5 to 10 hours
