,Unnamed: 0,Music,Techno,Movies,History,Mathematics,Pets,Spiders,Loneliness,Parents' advice,Internet usage,Finances,Age,Siblings,Gender,Village - town
405,405,4.0,2.0,4.0,5.0,2.0,3.0,3.0,3.0,4.0,few hours a day,3.0,20.0,1.0,female,city
406,406,5.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,less than an hour a day,4.0,21.0,1.0,female,village
407,407,5.0,2.0,5.0,4.0,2.0,5.0,4.0,2.0,3.0,less than an hour a day,3.0,19.0,1.0,female,city
408,408,5.0,1.0,4.0,3.0,1.0,1.0,3.0,2.0,4.0,few hours a day,2.0,21.0,1.0,female,city
409,409,5.0,4.0,5.0,1.0,3.0,3.0,5.0,5.0,2.0,few hours a day,3.0,16.0,0.0,female,city
410,410,5.0,1.0,5.0,3.0,4.0,5.0,1.0,2.0,3.0,few hours a day,3.0,20.0,1.0,male,village
411,411,5.0,2.0,5.0,5.0,1.0,3.0,5.0,2.0,4.0,few hours a day,2.0,18.0,0.0,female,city
412,412,5.0,5.0,2.0,4.0,1.0,5.0,1.0,5.0,3.0,less than an hour a day,3.0,21.0,1.0,female,city
413,413,5.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,few hours a day,3.0,21.0,2.0,male,village
414,414,5.0,2.0,5.0,4.0,3.0,3.0,4.0,1.0,3.0,few hours a day,3.0,18.0,2.0,male,city
415,415,5.0,3.0,5.0,1.0,1.0,1.0,5.0,5.0,3.0,few hours a day,1.0,19.0,1.0,female,village
416,416,4.0,4.0,,2.0,5.0,3.0,3.0,3.0,2.0,few hours a day,3.0,20.0,1.0,female,village
417,417,5.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,most of the day,2.0,18.0,1.0,male,village
418,418,5.0,1.0,5.0,1.0,1.0,5.0,5.0,2.0,3.0,less than an hour a day,3.0,18.0,1.0,female,village
419,419,5.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,less than an hour a day,3.0,23.0,0.0,female,village
420,420,5.0,1.0,5.0,5.0,1.0,2.0,3.0,2.0,4.0,few hours a day,3.0,20.0,1.0,female,village
421,421,5.0,2.0,5.0,5.0,4.0,5.0,2.0,3.0,3.0,few hours a day,5.0,18.0,1.0,female,village
422,422,5.0,5.0,5.0,4.0,1.0,5.0,5.0,3.0,4.0,few hours a day,4.0,28.0,1.0,female,city
423,423,5.0,2.0,4.0,2.0,1.0,5.0,2.0,2.0,3.0,few hours a day,5.0,24.0,1.0,female,village
424,424,5.0,5.0,5.0,3.0,1.0,5.0,5.0,3.0,3.0,few hours a day,2.0,19.0,2.0,female,city
425,425,5.0,2.0,5.0,3.0,1.0,5.0,5.0,5.0,4.0,less than an hour a day,4.0,21.0,3.0,female,village
426,426,5.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,2.0,less than an hour a day,3.0,22.0,1.0,female,city
427,427,5.0,2.0,5.0,3.0,1.0,1.0,5.0,3.0,2.0,few hours a day,1.0,19.0,1.0,male,city
428,428,5.0,3.0,5.0,2.0,2.0,5.0,4.0,4.0,4.0,few hours a day,4.0,18.0,2.0,female,city
429,429,5.0,1.0,5.0,2.0,1.0,4.0,2.0,3.0,3.0,most of the day,3.0,21.0,0.0,female,city
430,430,5.0,3.0,5.0,4.0,2.0,4.0,3.0,3.0,3.0,less than an hour a day,4.0,19.0,1.0,female,village
431,431,4.0,5.0,5.0,2.0,5.0,3.0,3.0,3.0,4.0,few hours a day,5.0,19.0,2.0,male,village
432,432,5.0,1.0,4.0,5.0,2.0,3.0,2.0,4.0,2.0,few hours a day,3.0,20.0,1.0,male,city
433,433,5.0,2.0,5.0,3.0,5.0,1.0,1.0,3.0,3.0,few hours a day,3.0,19.0,3.0,female,city
434,434,5.0,4.0,5.0,5.0,1.0,4.0,3.0,4.0,4.0,few hours a day,2.0,18.0,1.0,male,city
435,435,5.0,1.0,4.0,2.0,1.0,5.0,5.0,3.0,4.0,few hours a day,2.0,18.0,1.0,female,city
436,436,4.0,3.0,4.0,2.0,2.0,2.0,3.0,5.0,3.0,few hours a day,1.0,19.0,1.0,male,city
437,437,5.0,4.0,5.0,1.0,1.0,1.0,5.0,3.0,3.0,few hours a day,3.0,18.0,0.0,female,city
438,438,5.0,1.0,5.0,1.0,1.0,4.0,5.0,5.0,3.0,few hours a day,1.0,18.0,2.0,female,village
439,439,5.0,4.0,5.0,4.0,3.0,1.0,1.0,1.0,4.0,few hours a day,4.0,19.0,1.0,male,city
440,440,5.0,4.0,5.0,4.0,1.0,3.0,5.0,3.0,5.0,few hours a day,3.0,19.0,1.0,female,city
441,441,5.0,1.0,5.0,1.0,2.0,5.0,1.0,3.0,3.0,few hours a day,3.0,19.0,1.0,female,city
442,442,5.0,2.0,5.0,2.0,3.0,5.0,2.0,4.0,3.0,few hours a day,2.0,18.0,6.0,female,city
443,443,4.0,3.0,4.0,5.0,3.0,1.0,1.0,4.0,4.0,few hours a day,3.0,18.0,3.0,female,village
444,444,5.0,4.0,5.0,3.0,4.0,1.0,2.0,4.0,3.0,few hours a day,4.0,19.0,1.0,female,city
445,445,5.0,1.0,5.0,4.0,1.0,5.0,5.0,2.0,4.0,few hours a day,3.0,20.0,1.0,female,city
446,446,4.0,4.0,5.0,1.0,3.0,2.0,4.0,3.0,3.0,few hours a day,2.0,19.0,1.0,male,city
447,447,3.0,1.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,less than an hour a day,5.0,26.0,3.0,female,village
448,448,5.0,3.0,5.0,3.0,4.0,4.0,3.0,2.0,3.0,few hours a day,2.0,19.0,1.0,female,village
449,449,5.0,1.0,5.0,2.0,3.0,,4.0,3.0,3.0,few hours a day,5.0,19.0,1.0,female,village
450,450,5.0,1.0,5.0,3.0,2.0,5.0,1.0,3.0,3.0,few hours a day,1.0,22.0,1.0,male,village
451,451,5.0,3.0,4.0,3.0,2.0,3.0,2.0,1.0,4.0,less than an hour a day,4.0,20.0,1.0,male,village
452,452,5.0,3.0,5.0,1.0,3.0,5.0,5.0,1.0,4.0,less than an hour a day,3.0,28.0,2.0,female,city
453,453,5.0,1.0,5.0,2.0,2.0,3.0,4.0,3.0,3.0,few hours a day,5.0,19.0,1.0,female,village
454,454,4.0,1.0,5.0,3.0,3.0,5.0,5.0,2.0,4.0,few hours a day,4.0,21.0,0.0,female,city
455,455,5.0,4.0,5.0,1.0,2.0,3.0,4.0,4.0,5.0,less than an hour a day,3.0,19.0,1.0,female,village
456,456,5.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,few hours a day,5.0,22.0,2.0,male,city
457,457,5.0,4.0,5.0,3.0,5.0,2.0,2.0,3.0,3.0,few hours a day,5.0,19.0,2.0,male,city
458,458,5.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,few hours a day,3.0,18.0,1.0,female,village
459,459,4.0,3.0,5.0,2.0,1.0,2.0,2.0,3.0,4.0,less than an hour a day,4.0,19.0,0.0,female,city
460,460,5.0,1.0,5.0,4.0,1.0,5.0,1.0,2.0,3.0,few hours a day,1.0,22.0,2.0,male,city
461,461,5.0,2.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,few hours a day,3.0,29.0,3.0,male,village
462,462,4.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,few hours a day,4.0,,2.0,female,village
463,463,5.0,1.0,5.0,1.0,3.0,4.0,2.0,5.0,3.0,less than an hour a day,3.0,18.0,0.0,female,city
464,464,5.0,3.0,3.0,2.0,1.0,1.0,4.0,2.0,5.0,few hours a day,3.0,22.0,1.0,female,city
465,465,5.0,2.0,5.0,5.0,2.0,1.0,1.0,1.0,4.0,less than an hour a day,4.0,17.0,1.0,female,city
466,466,5.0,5.0,5.0,1.0,1.0,1.0,3.0,1.0,3.0,few hours a day,1.0,19.0,0.0,male,city
467,467,4.0,2.0,5.0,1.0,3.0,1.0,5.0,2.0,4.0,few hours a day,4.0,20.0,1.0,female,village
468,468,5.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,few hours a day,3.0,18.0,1.0,female,village
469,469,5.0,4.0,5.0,3.0,3.0,1.0,1.0,4.0,2.0,most of the day,4.0,22.0,2.0,male,city
470,470,4.0,1.0,4.0,4.0,2.0,2.0,1.0,3.0,4.0,few hours a day,5.0,19.0,1.0,female,village
471,471,5.0,2.0,5.0,3.0,3.0,1.0,3.0,1.0,3.0,few hours a day,1.0,20.0,1.0,male,city
472,472,3.0,1.0,3.0,2.0,5.0,2.0,1.0,5.0,3.0,few hours a day,3.0,25.0,1.0,male,village
473,473,5.0,1.0,5.0,5.0,2.0,5.0,2.0,5.0,1.0,less than an hour a day,5.0,29.0,0.0,male,village
474,474,5.0,5.0,5.0,3.0,5.0,5.0,3.0,2.0,4.0,few hours a day,3.0,19.0,1.0,male,village
475,475,5.0,1.0,4.0,4.0,3.0,5.0,1.0,3.0,3.0,few hours a day,1.0,18.0,4.0,female,city
476,476,5.0,1.0,5.0,3.0,1.0,5.0,2.0,3.0,3.0,few hours a day,3.0,20.0,2.0,female,city
477,477,5.0,1.0,5.0,2.0,4.0,4.0,2.0,4.0,4.0,most of the day,3.0,18.0,3.0,female,city
478,478,5.0,3.0,5.0,2.0,1.0,4.0,2.0,4.0,2.0,most of the day,3.0,30.0,3.0,male,city
479,479,5.0,2.0,5.0,2.0,1.0,5.0,3.0,2.0,3.0,few hours a day,3.0,20.0,1.0,female,city
480,480,5.0,4.0,5.0,3.0,3.0,5.0,2.0,3.0,4.0,few hours a day,3.0,21.0,2.0,female,city
481,481,5.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,4.0,few hours a day,3.0,22.0,1.0,male,city
482,482,3.0,1.0,5.0,4.0,4.0,5.0,2.0,1.0,3.0,few hours a day,4.0,22.0,2.0,male,city
483,483,5.0,1.0,5.0,3.0,4.0,3.0,4.0,5.0,3.0,few hours a day,1.0,20.0,1.0,female,city
484,484,5.0,2.0,5.0,4.0,4.0,1.0,5.0,3.0,3.0,few hours a day,2.0,20.0,1.0,female,city
485,485,5.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,3.0,few hours a day,3.0,19.0,1.0,female,city
486,486,3.0,2.0,5.0,4.0,3.0,1.0,5.0,2.0,2.0,few hours a day,2.0,28.0,1.0,female,city
487,487,5.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,3.0,most of the day,1.0,19.0,3.0,female,village
488,488,5.0,1.0,5.0,5.0,3.0,3.0,1.0,3.0,4.0,few hours a day,2.0,22.0,1.0,male,city
489,489,5.0,1.0,5.0,5.0,1.0,2.0,5.0,1.0,3.0,few hours a day,4.0,20.0,2.0,female,village
490,490,4.0,4.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,less than an hour a day,3.0,16.0,1.0,female,city
491,491,5.0,1.0,5.0,2.0,2.0,2.0,5.0,3.0,3.0,less than an hour a day,3.0,19.0,1.0,female,city
492,492,5.0,2.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,few hours a day,2.0,20.0,2.0,female,city
493,493,5.0,2.0,5.0,3.0,2.0,5.0,2.0,2.0,3.0,most of the day,5.0,21.0,1.0,male,city
494,494,5.0,1.0,5.0,2.0,4.0,1.0,1.0,3.0,4.0,few hours a day,3.0,19.0,1.0,female,city
495,495,5.0,2.0,5.0,2.0,2.0,4.0,4.0,3.0,4.0,most of the day,4.0,20.0,2.0,female,city
496,496,3.0,2.0,4.0,3.0,3.0,2.0,5.0,3.0,3.0,less than an hour a day,3.0,25.0,1.0,female,city
497,497,5.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,less than an hour a day,3.0,20.0,1.0,female,city
498,498,5.0,1.0,5.0,4.0,1.0,5.0,1.0,3.0,3.0,few hours a day,2.0,19.0,3.0,female,village
499,499,5.0,3.0,5.0,3.0,2.0,1.0,1.0,2.0,3.0,most of the day,5.0,22.0,3.0,male,city
500,500,5.0,4.0,5.0,4.0,3.0,5.0,2.0,4.0,4.0,few hours a day,3.0,19.0,2.0,female,city
501,501,5.0,2.0,4.0,3.0,4.0,1.0,5.0,4.0,3.0,few hours a day,5.0,21.0,1.0,female,city
502,502,5.0,3.0,5.0,2.0,3.0,1.0,3.0,2.0,4.0,most of the day,2.0,22.0,6.0,male,village
503,503,5.0,5.0,5.0,4.0,5.0,3.0,4.0,3.0,3.0,few hours a day,5.0,28.0,1.0,female,city
504,504,5.0,1.0,5.0,3.0,5.0,5.0,1.0,1.0,4.0,few hours a day,2.0,21.0,1.0,female,village
505,505,5.0,1.0,5.0,2.0,3.0,1.0,1.0,2.0,3.0,few hours a day,2.0,20.0,3.0,male,village
506,506,5.0,2.0,5.0,2.0,2.0,4.0,2.0,1.0,4.0,few hours a day,2.0,19.0,1.0,male,city
507,507,5.0,1.0,4.0,3.0,2.0,3.0,5.0,4.0,3.0,few hours a day,3.0,21.0,1.0,female,village
508,508,5.0,1.0,5.0,3.0,1.0,3.0,4.0,2.0,4.0,few hours a day,4.0,20.0,0.0,male,village
509,509,4.0,4.0,4.0,5.0,1.0,4.0,1.0,1.0,5.0,few hours a day,4.0,16.0,1.0,female,village
510,510,5.0,2.0,4.0,3.0,3.0,5.0,1.0,2.0,3.0,less than an hour a day,3.0,22.0,1.0,male,village
511,511,5.0,1.0,5.0,2.0,4.0,4.0,2.0,3.0,4.0,few hours a day,4.0,19.0,2.0,male,city
512,512,5.0,4.0,4.0,1.0,1.0,1.0,5.0,1.0,4.0,few hours a day,5.0,22.0,1.0,female,village
513,513,5.0,3.0,4.0,2.0,5.0,4.0,1.0,3.0,3.0,most of the day,4.0,20.0,0.0,male,village
514,514,5.0,1.0,5.0,3.0,1.0,2.0,4.0,3.0,3.0,few hours a day,4.0,22.0,0.0,male,city
515,515,5.0,1.0,5.0,3.0,4.0,1.0,2.0,3.0,2.0,most of the day,5.0,19.0,1.0,male,city
516,516,5.0,4.0,5.0,5.0,1.0,5.0,5.0,3.0,5.0,few hours a day,3.0,22.0,2.0,male,city
517,517,5.0,4.0,5.0,4.0,2.0,2.0,1.0,1.0,4.0,few hours a day,3.0,17.0,1.0,female,village
518,518,5.0,4.0,4.0,3.0,1.0,5.0,2.0,4.0,4.0,less than an hour a day,4.0,18.0,1.0,female,city
519,519,5.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,3.0,few hours a day,1.0,19.0,1.0,male,city
520,520,5.0,2.0,5.0,4.0,3.0,3.0,5.0,3.0,3.0,less than an hour a day,3.0,23.0,1.0,female,city
521,521,5.0,3.0,5.0,3.0,1.0,4.0,1.0,4.0,3.0,few hours a day,1.0,20.0,0.0,female,city
522,522,5.0,4.0,5.0,2.0,1.0,5.0,2.0,1.0,3.0,few hours a day,3.0,18.0,2.0,female,city
523,523,5.0,3.0,5.0,2.0,,4.0,1.0,3.0,3.0,few hours a day,1.0,19.0,3.0,male,village
524,524,5.0,1.0,5.0,3.0,3.0,5.0,2.0,3.0,4.0,less than an hour a day,4.0,19.0,4.0,female,city
525,525,3.0,1.0,4.0,3.0,3.0,4.0,1.0,4.0,3.0,few hours a day,3.0,28.0,2.0,female,village
526,526,5.0,1.0,5.0,4.0,5.0,5.0,1.0,2.0,4.0,few hours a day,4.0,21.0,1.0,male,village
527,527,4.0,2.0,4.0,2.0,5.0,5.0,3.0,1.0,3.0,few hours a day,4.0,23.0,1.0,female,city
528,528,5.0,3.0,5.0,2.0,5.0,1.0,1.0,4.0,3.0,most of the day,3.0,20.0,2.0,male,city
529,529,5.0,1.0,4.0,5.0,1.0,3.0,1.0,3.0,3.0,few hours a day,3.0,20.0,1.0,male,city
530,530,5.0,1.0,4.0,5.0,3.0,2.0,3.0,3.0,2.0,most of the day,4.0,28.0,2.0,female,city
531,531,5.0,1.0,5.0,5.0,3.0,1.0,2.0,4.0,1.0,few hours a day,3.0,22.0,1.0,male,village
532,532,5.0,4.0,5.0,5.0,1.0,1.0,2.0,2.0,4.0,few hours a day,2.0,19.0,0.0,female,city
533,533,5.0,3.0,5.0,3.0,3.0,1.0,1.0,4.0,3.0,few hours a day,3.0,21.0,3.0,male,city
534,534,5.0,2.0,5.0,3.0,1.0,5.0,5.0,4.0,3.0,few hours a day,3.0,21.0,1.0,female,city
535,535,5.0,4.0,5.0,3.0,3.0,5.0,1.0,3.0,3.0,few hours a day,1.0,17.0,2.0,male,village
536,536,5.0,5.0,5.0,3.0,1.0,5.0,5.0,1.0,3.0,few hours a day,1.0,19.0,1.0,female,city
537,537,5.0,2.0,5.0,4.0,2.0,1.0,2.0,2.0,3.0,few hours a day,3.0,25.0,3.0,male,city
538,538,5.0,3.0,5.0,4.0,1.0,5.0,5.0,1.0,3.0,few hours a day,4.0,20.0,1.0,female,village
539,539,5.0,1.0,5.0,5.0,1.0,1.0,4.0,5.0,3.0,most of the day,1.0,26.0,2.0,male,city
540,540,5.0,3.0,5.0,3.0,3.0,5.0,3.0,3.0,3.0,few hours a day,3.0,21.0,0.0,male,city
541,541,5.0,1.0,5.0,2.0,1.0,3.0,3.0,1.0,4.0,few hours a day,2.0,20.0,2.0,female,city
542,542,5.0,2.0,5.0,4.0,2.0,2.0,4.0,3.0,3.0,most of the day,2.0,29.0,1.0,,city
543,543,5.0,4.0,5.0,3.0,2.0,2.0,4.0,3.0,4.0,most of the day,3.0,25.0,1.0,male,city
544,544,5.0,1.0,5.0,3.0,1.0,5.0,1.0,5.0,4.0,few hours a day,1.0,21.0,2.0,male,city
545,545,5.0,3.0,5.0,3.0,1.0,1.0,3.0,4.0,5.0,most of the day,3.0,20.0,3.0,male,village
546,546,5.0,1.0,5.0,3.0,4.0,2.0,1.0,3.0,4.0,few hours a day,4.0,27.0,3.0,male,village
547,547,5.0,1.0,5.0,5.0,1.0,4.0,1.0,1.0,4.0,few hours a day,3.0,21.0,2.0,male,village
548,548,4.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,4.0,less than an hour a day,4.0,20.0,1.0,female,city
549,549,5.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,less than an hour a day,3.0,,1.0,female,village
550,550,5.0,1.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,few hours a day,1.0,17.0,3.0,female,village
551,551,5.0,1.0,3.0,4.0,3.0,1.0,5.0,2.0,4.0,less than an hour a day,2.0,16.0,,female,village
552,552,5.0,2.0,5.0,4.0,3.0,5.0,5.0,3.0,2.0,few hours a day,3.0,19.0,3.0,female,city
553,553,3.0,3.0,4.0,2.0,3.0,5.0,5.0,3.0,3.0,few hours a day,2.0,18.0,1.0,female,village
554,554,4.0,3.0,4.0,2.0,5.0,3.0,2.0,3.0,3.0,few hours a day,3.0,19.0,0.0,male,village
555,555,5.0,2.0,4.0,1.0,1.0,3.0,1.0,4.0,2.0,few hours a day,1.0,21.0,1.0,female,village
556,556,5.0,2.0,5.0,2.0,1.0,2.0,5.0,2.0,4.0,few hours a day,3.0,16.0,0.0,female,city
557,557,5.0,1.0,5.0,5.0,1.0,5.0,5.0,3.0,4.0,few hours a day,4.0,20.0,2.0,female,city
558,558,,2.0,3.0,3.0,2.0,4.0,5.0,2.0,4.0,few hours a day,2.0,19.0,2.0,female,city
559,559,5.0,1.0,5.0,1.0,1.0,2.0,1.0,5.0,3.0,most of the day,3.0,20.0,1.0,female,village
560,560,5.0,2.0,3.0,1.0,1.0,5.0,1.0,4.0,4.0,less than an hour a day,4.0,16.0,2.0,female,village
561,561,5.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,4.0,less than an hour a day,5.0,20.0,1.0,male,city
562,562,5.0,1.0,5.0,3.0,1.0,3.0,1.0,3.0,3.0,less than an hour a day,3.0,18.0,0.0,male,village
563,563,5.0,2.0,5.0,5.0,1.0,4.0,4.0,1.0,4.0,few hours a day,1.0,20.0,1.0,male,village
564,564,5.0,2.0,5.0,3.0,2.0,3.0,5.0,2.0,4.0,less than an hour a day,4.0,20.0,2.0,male,village
565,565,5.0,3.0,5.0,1.0,2.0,2.0,5.0,5.0,3.0,few hours a day,3.0,16.0,2.0,female,city
566,566,5.0,2.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,less than an hour a day,3.0,19.0,1.0,female,village
567,567,5.0,2.0,4.0,1.0,3.0,2.0,1.0,3.0,2.0,few hours a day,2.0,19.0,1.0,male,city
568,568,5.0,3.0,5.0,1.0,1.0,1.0,3.0,4.0,4.0,most of the day,3.0,23.0,1.0,female,city
569,569,5.0,2.0,5.0,4.0,3.0,5.0,2.0,3.0,3.0,few hours a day,3.0,20.0,1.0,female,city
570,570,5.0,1.0,5.0,4.0,1.0,3.0,1.0,3.0,3.0,few hours a day,3.0,23.0,4.0,male,village
571,571,3.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,5.0,few hours a day,5.0,19.0,2.0,male,village
572,572,5.0,1.0,4.0,2.0,3.0,5.0,2.0,2.0,4.0,few hours a day,5.0,22.0,3.0,female,city
573,573,4.0,4.0,5.0,3.0,1.0,4.0,5.0,1.0,3.0,most of the day,1.0,17.0,3.0,male,city
574,574,5.0,5.0,5.0,3.0,1.0,4.0,1.0,3.0,3.0,less than an hour a day,3.0,20.0,1.0,female,village
575,575,5.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,less than an hour a day,4.0,21.0,1.0,female,city
576,576,5.0,3.0,5.0,3.0,3.0,4.0,4.0,2.0,3.0,few hours a day,1.0,21.0,3.0,male,city
577,577,5.0,2.0,5.0,3.0,4.0,5.0,5.0,2.0,2.0,few hours a day,3.0,19.0,1.0,female,city
578,578,5.0,1.0,5.0,2.0,1.0,5.0,4.0,3.0,4.0,few hours a day,3.0,20.0,0.0,female,village
579,579,5.0,5.0,5.0,5.0,5.0,2.0,2.0,4.0,3.0,most of the day,1.0,19.0,0.0,male,city
580,580,5.0,3.0,5.0,3.0,2.0,,1.0,1.0,3.0,few hours a day,5.0,21.0,0.0,male,city
581,581,5.0,5.0,4.0,1.0,3.0,5.0,5.0,3.0,4.0,few hours a day,4.0,22.0,1.0,female,city
582,582,3.0,4.0,5.0,5.0,3.0,1.0,4.0,3.0,2.0,few hours a day,5.0,22.0,3.0,male,city
583,583,5.0,1.0,5.0,5.0,2.0,4.0,1.0,3.0,4.0,most of the day,3.0,22.0,1.0,male,city
584,584,5.0,4.0,4.0,3.0,2.0,5.0,3.0,4.0,4.0,most of the day,2.0,28.0,1.0,female,city
585,585,5.0,4.0,4.0,2.0,1.0,3.0,3.0,3.0,4.0,less than an hour a day,3.0,21.0,1.0,male,city
586,586,5.0,5.0,5.0,4.0,1.0,4.0,3.0,,3.0,few hours a day,2.0,21.0,2.0,male,village
587,587,5.0,2.0,4.0,4.0,1.0,5.0,3.0,4.0,2.0,few hours a day,2.0,17.0,3.0,female,city
588,588,5.0,1.0,5.0,3.0,1.0,3.0,5.0,2.0,3.0,less than an hour a day,2.0,21.0,1.0,female,city
589,589,5.0,2.0,5.0,5.0,1.0,4.0,5.0,3.0,4.0,few hours a day,1.0,17.0,1.0,female,village
590,590,5.0,1.0,5.0,4.0,5.0,4.0,1.0,3.0,4.0,few hours a day,2.0,28.0,1.0,male,city
591,591,4.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,few hours a day,4.0,20.0,1.0,female,city
592,592,5.0,4.0,4.0,3.0,1.0,5.0,1.0,3.0,4.0,few hours a day,3.0,19.0,0.0,female,city
593,593,5.0,1.0,4.0,2.0,1.0,5.0,2.0,2.0,3.0,less than an hour a day,4.0,21.0,1.0,female,city
594,594,5.0,1.0,4.0,5.0,2.0,1.0,1.0,5.0,1.0,few hours a day,2.0,23.0,1.0,male,city
595,595,5.0,1.0,5.0,4.0,1.0,5.0,1.0,5.0,2.0,most of the day,1.0,17.0,1.0,male,village
596,596,5.0,5.0,3.0,2.0,1.0,4.0,1.0,5.0,3.0,few hours a day,4.0,20.0,0.0,male,city
597,597,5.0,3.0,5.0,2.0,2.0,2.0,1.0,2.0,4.0,less than an hour a day,3.0,19.0,1.0,male,city
598,598,4.0,3.0,5.0,3.0,2.0,5.0,4.0,4.0,3.0,few hours a day,5.0,19.0,1.0,male,city
599,599,5.0,3.0,5.0,4.0,4.0,2.0,2.0,2.0,4.0,few hours a day,2.0,19.0,1.0,male,city
600,600,5.0,4.0,5.0,2.0,1.0,5.0,5.0,4.0,3.0,most of the day,3.0,18.0,0.0,female,city
601,601,5.0,1.0,5.0,3.0,2.0,5.0,3.0,3.0,3.0,few hours a day,3.0,19.0,1.0,female,village
602,602,4.0,3.0,5.0,4.0,2.0,3.0,3.0,2.0,3.0,few hours a day,5.0,22.0,1.0,male,village
603,603,5.0,4.0,,3.0,2.0,3.0,3.0,3.0,4.0,few hours a day,3.0,21.0,1.0,female,city
604,604,5.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,3.0,few hours a day,3.0,21.0,1.0,female,city
